KOID	S07	S29	S34	S05	S08	S32
K16957	0.0	2.0	1.0	0.0	0.0	1.0
K16959	1.0	0.0	1.0	1.0	0.0	0.0
K16960	0.0	0.0	1.0	1.0	1.0	0.0
K16961	2.0	1.0	2.0	3.0	1.0	1.0
K16962	1.0	4.0	4.0	1.0	0.0	1.0
K16963	3.0	5.0	1.0	1.0	0.0	3.0
K17053	0.0	1.0	0.0	0.0	0.0	0.0
K17060	5.0	3.0	3.0	4.0	0.0	4.0
K17061	0.0	0.0	0.0	0.0	1.0	2.0
K17062	1.0	1.0	1.0	3.0	1.0	1.0
K17065	5.0	9.0	4.0	0.0	9.0	3.0
K17069	4.0	1.0	2.0	1.0	1.0	0.0
K17073	9.0	6.0	2.0	9.0	8.0	6.0
K17074	23.0	24.0	13.0	29.0	21.0	6.0
K17076	2.0	2.0	1.0	2.0	0.0	2.0
K17077	64.0	67.0	61.0	119.0	48.0	46.0
K17080	3.0	1.0	1.0	1.0	3.0	0.0
K17081	5.0	3.0	3.0	11.0	2.0	2.0
K17086	0.0	0.0	0.0	0.0	1.0	0.0
K17087	1.0	0.0	0.0	0.0	0.0	0.0
K17099	0.0	1.0	0.0	0.0	0.0	0.0
K17103	105.0	101.0	68.0	121.0	74.0	53.0
K17105	0.0	0.0	0.0	1.0	0.0	0.0
K17108	5.0	1.0	1.0	5.0	2.0	2.0
K17195	2.0	0.0	1.0	0.0	1.0	4.0
K17200	1.0	3.0	0.0	0.0	1.0	1.0
K17202	3.0	4.0	5.0	11.0	3.0	5.0
K17203	17.0	11.0	14.0	20.0	10.0	8.0
K17204	2.0	3.0	1.0	6.0	3.0	0.0
K17208	2.0	2.0	2.0	2.0	0.0	0.0
K17209	6.0	6.0	5.0	7.0	3.0	1.0
K17210	6.0	4.0	1.0	8.0	2.0	3.0
K17213	5.0	8.0	2.0	6.0	8.0	9.0
K17214	6.0	6.0	3.0	9.0	4.0	6.0
K17215	0.0	0.0	0.0	1.0	0.0	0.0
K17216	1.0	0.0	0.0	1.0	0.0	0.0
K17217	1.0	3.0	1.0	0.0	0.0	0.0
K17218	3.0	3.0	4.0	3.0	2.0	1.0
K17224	0.0	0.0	0.0	1.0	1.0	1.0
K17228	0.0	1.0	1.0	0.0	0.0	1.0
K17231	2.0	2.0	1.0	2.0	1.0	0.0
K17234	10.0	9.0	5.0	17.0	4.0	7.0
K17235	29.0	27.0	17.0	33.0	9.0	23.0
K17236	28.0	22.0	14.0	36.0	20.0	12.0
K17239	2.0	0.0	0.0	4.0	0.0	1.0
K17240	0.0	1.0	3.0	3.0	1.0	1.0
K17244	10.0	5.0	5.0	4.0	2.0	2.0
K17245	73.0	58.0	26.0	82.0	27.0	25.0
K17246	43.0	27.0	20.0	37.0	20.0	20.0
K17255	3.0	5.0	3.0	0.0	3.0	3.0
K17256	0.0	1.0	0.0	0.0	0.0	0.0
K17257	1.0	0.0	0.0	0.0	0.0	0.0
K17260	0.0	7.0	1.0	0.0	5.0	4.0
K17261	0.0	1.0	0.0	0.0	1.0	1.0
K17262	1.0	2.0	2.0	0.0	1.0	1.0
K17267	0.0	2.0	1.0	0.0	2.0	0.0
K17272	0.0	1.0	1.0	1.0	0.0	0.0
K17275	2.0	3.0	2.0	1.0	2.0	1.0
K17286	9.0	4.0	3.0	10.0	3.0	6.0
K17299	0.0	1.0	0.0	0.0	0.0	1.0
K17301	5.0	2.0	2.0	0.0	2.0	0.0
K17302	2.0	4.0	1.0	0.0	2.0	3.0
K17310	1.0	2.0	1.0	0.0	1.0	0.0
K17315	10.0	7.0	3.0	6.0	6.0	6.0
K17316	23.0	13.0	6.0	10.0	7.0	10.0
K17317	8.0	5.0	5.0	10.0	1.0	2.0
K17318	121.0	109.0	26.0	75.0	50.0	39.0
K17319	421.0	338.0	122.0	362.0	244.0	156.0
K17320	394.0	360.0	117.0	337.0	230.0	139.0
K17321	0.0	0.0	1.0	0.0	0.0	0.0
K17322	0.0	0.0	0.0	2.0	1.0	0.0
K17323	2.0	1.0	1.0	3.0	1.0	0.0
K17336	0.0	2.0	0.0	2.0	1.0	2.0
K17341	0.0	1.0	1.0	1.0	0.0	0.0
K17360	8.0	6.0	3.0	6.0	2.0	1.0
K17382	1.0	0.0	0.0	0.0	1.0	0.0
K17388	2.0	0.0	0.0	1.0	1.0	0.0
K17398	2.0	2.0	1.0	8.0	3.0	3.0
K17399	0.0	1.0	0.0	5.0	0.0	0.0
K17450	0.0	0.0	0.0	1.0	0.0	0.0
K17462	7.0	5.0	1.0	4.0	2.0	1.0
K17463	0.0	0.0	1.0	1.0	0.0	0.0
K17464	0.0	1.0	0.0	1.0	0.0	0.0
K17465	4.0	5.0	3.0	6.0	2.0	2.0
K17466	11.0	7.0	7.0	15.0	2.0	7.0
K17467	6.0	4.0	4.0	6.0	2.0	6.0
K17468	2.0	3.0	5.0	4.0	0.0	1.0
K17469	1.0	0.0	0.0	0.0	0.0	0.0
K17470	0.0	0.0	0.0	1.0	0.0	0.0
K17471	1.0	0.0	0.0	0.0	0.0	0.0
K17472	82.0	60.0	48.0	107.0	37.0	41.0
K17487	2.0	0.0	0.0	0.0	0.0	0.0
K17497	5.0	6.0	2.0	1.0	6.0	1.0
K17498	0.0	1.0	0.0	0.0	1.0	0.0
K17499	1.0	0.0	0.0	0.0	0.0	0.0
K17506	1.0	0.0	0.0	0.0	1.0	1.0
K17508	1.0	0.0	0.0	0.0	0.0	0.0
K17530	0.0	1.0	0.0	0.0	0.0	0.0
K17531	0.0	1.0	0.0	2.0	1.0	0.0
K17535	3.0	0.0	0.0	0.0	1.0	0.0
K17541	1.0	0.0	0.0	0.0	0.0	0.0
K17545	1.0	3.0	2.0	0.0	3.0	1.0
K17550	2.0	2.0	1.0	5.0	1.0	0.0
K17560	0.0	1.0	0.0	0.0	1.0	0.0
K17570	1.0	5.0	3.0	3.0	10.0	4.0
K17583	0.0	0.0	0.0	0.0	1.0	0.0
K17584	2.0	0.0	1.0	0.0	0.0	0.0
K17588	0.0	1.0	0.0	0.0	0.0	1.0
K17592	1.0	0.0	0.0	0.0	0.0	0.0
K17601	0.0	1.0	0.0	0.0	1.0	0.0
K17605	2.0	2.0	1.0	0.0	0.0	0.0
K17609	6.0	4.0	3.0	3.0	2.0	2.0
K17614	0.0	1.0	0.0	0.0	1.0	0.0
K17616	0.0	1.0	0.0	0.0	0.0	0.0
K17617	1.0	0.0	0.0	0.0	0.0	0.0
K17623	33.0	24.0	26.0	47.0	15.0	20.0
K17624	37.0	2.0	0.0	4.0	10.0	8.0
K17675	30.0	25.0	33.0	63.0	21.0	29.0
K17677	20.0	18.0	23.0	31.0	9.0	6.0
K17680	5.0	10.0	7.0	6.0	3.0	4.0
K17686	428.0	371.0	398.0	765.0	304.0	281.0
K17697	0.0	0.0	0.0	0.0	1.0	0.0
K17701	0.0	0.0	0.0	0.0	1.0	1.0
K17703	0.0	1.0	0.0	0.0	0.0	0.0
K17713	5.0	2.0	1.0	0.0	3.0	1.0
K17716	2.0	4.0	1.0	13.0	4.0	3.0
K17717	3.0	3.0	1.0	4.0	2.0	0.0
K17722	10.0	5.0	8.0	5.0	3.0	1.0
K17723	5.0	10.0	16.0	21.0	5.0	5.0
K17724	0.0	0.0	0.0	0.0	1.0	0.0
K17725	0.0	0.0	0.0	1.0	0.0	0.0
K17732	77.0	59.0	45.0	72.0	46.0	34.0
K17733	15.0	7.0	6.0	16.0	5.0	3.0
K17734	45.0	46.0	27.0	78.0	36.0	35.0
K17735	6.0	8.0	5.0	5.0	4.0	1.0
K17736	2.0	1.0	0.0	0.0	0.0	0.0
K17737	21.0	22.0	13.0	17.0	9.0	11.0
K17743	2.0	4.0	6.0	6.0	4.0	1.0
K17744	14.0	15.0	10.0	20.0	11.0	7.0
K17751	2.0	0.0	1.0	8.0	2.0	0.0
K17752	4.0	3.0	4.0	7.0	3.0	1.0
K17757	1.0	1.0	1.0	0.0	0.0	0.0
K17758	8.0	4.0	9.0	18.0	7.0	9.0
K17759	1.0	2.0	0.0	1.0	1.0	1.0
K17761	1.0	0.0	0.0	1.0	0.0	0.0
K17766	0.0	1.0	1.0	1.0	0.0	0.0
K17767	0.0	0.0	0.0	0.0	1.0	0.0
K17768	1.0	0.0	0.0	0.0	0.0	0.0
K17807	0.0	0.0	0.0	1.0	0.0	0.0
K17810	23.0	19.0	33.0	56.0	26.0	24.0
K17816	0.0	3.0	1.0	1.0	2.0	1.0
K17817	0.0	0.0	0.0	2.0	0.0	0.0
K17820	0.0	0.0	1.0	0.0	0.0	0.0
K17821	0.0	0.0	0.0	0.0	0.0	1.0
K17828	268.0	249.0	251.0	428.0	197.0	179.0
K17830	4.0	7.0	2.0	8.0	2.0	2.0
K17836	32.0	24.0	10.0	25.0	9.0	9.0
K17837	1.0	0.0	1.0	3.0	0.0	0.0
K17838	6.0	7.0	4.0	5.0	8.0	3.0
K17850	1.0	0.0	1.0	3.0	0.0	0.0
K17865	11.0	11.0	11.0	18.0	8.0	10.0
K17868	0.0	2.0	0.0	0.0	1.0	0.0
K17870	28.0	23.0	19.0	29.0	17.0	11.0
K17871	0.0	0.0	1.0	1.0	1.0	0.0
K17878	1.0	0.0	1.0	0.0	0.0	0.0
K17879	16.0	11.0	20.0	15.0	7.0	10.0
K17884	1.0	1.0	0.0	1.0	1.0	0.0
K17897	0.0	0.0	0.0	1.0	0.0	0.0
K17902	0.0	1.0	0.0	0.0	0.0	0.0
K17908	1.0	2.0	0.0	0.0	2.0	1.0
K17914	0.0	6.0	1.0	0.0	3.0	1.0
K17916	0.0	2.0	1.0	1.0	3.0	0.0
K17938	0.0	1.0	1.0	0.0	0.0	1.0
K17943	4.0	16.0	2.0	0.0	17.0	3.0
K17944	0.0	0.0	1.0	0.0	2.0	0.0
K17947	2.0	1.0	3.0	1.0	3.0	1.0
K17948	11.0	10.0	6.0	12.0	7.0	7.0
K17972	3.0	0.0	0.0	0.0	0.0	0.0
K17973	4.0	2.0	2.0	4.0	5.0	1.0
K17975	0.0	1.0	1.0	0.0	0.0	0.0
K17989	2.0	3.0	0.0	1.0	0.0	1.0
K17993	0.0	0.0	0.0	1.0	0.0	0.0
K17995	21.0	20.0	15.0	25.0	13.0	5.0
K17996	8.0	6.0	8.0	14.0	5.0	3.0
K18016	4.0	3.0	1.0	5.0	1.0	0.0
K18020	2.0	2.0	2.0	2.0	0.0	0.0
K18023	4.0	0.0	2.0	4.0	1.0	2.0
K18028	10.0	1.0	10.0	9.0	6.0	6.0
K18029	1.0	1.0	1.0	0.0	1.0	1.0
K18041	0.0	1.0	1.0	0.0	2.0	1.0
K18045	1.0	0.0	0.0	0.0	0.0	0.0
K18046	1.0	0.0	0.0	0.0	0.0	0.0
K18050	0.0	0.0	0.0	0.0	1.0	0.0
K18052	0.0	0.0	0.0	0.0	0.0	1.0
K18059	0.0	0.0	0.0	1.0	0.0	0.0
K18072	1.0	1.0	0.0	1.0	1.0	1.0
K18073	1.0	0.0	0.0	0.0	0.0	0.0
K18079	0.0	1.0	0.0	0.0	0.0	0.0
K18080	0.0	1.0	0.0	0.0	0.0	0.0
K18081	2.0	2.0	3.0	0.0	6.0	1.0
K18082	0.0	0.0	0.0	0.0	1.0	0.0
K18083	0.0	9.0	2.0	0.0	9.0	2.0
K18084	0.0	2.0	0.0	0.0	0.0	0.0
K18086	0.0	2.0	0.0	0.0	1.0	0.0
K18094	5.0	7.0	4.0	2.0	5.0	1.0
K18095	5.0	3.0	2.0	11.0	3.0	6.0
K18097	3.0	1.0	3.0	17.0	5.0	3.0
K18104	49.0	28.0	18.0	32.0	24.0	8.0
K18118	15.0	16.0	17.0	25.0	15.0	13.0
K18120	26.0	18.0	17.0	44.0	16.0	22.0
K18121	1.0	0.0	1.0	1.0	0.0	0.0
K18123	7.0	3.0	0.0	3.0	4.0	3.0
K18130	1.0	2.0	0.0	2.0	1.0	0.0
K18133	5.0	3.0	0.0	5.0	3.0	0.0
K18136	0.0	0.0	1.0	0.0	0.0	0.0
K18138	125.0	114.0	86.0	133.0	87.0	82.0
K18139	76.0	70.0	47.0	76.0	47.0	40.0
K18140	1.0	1.0	0.0	0.0	1.0	0.0
K18141	6.0	5.0	1.0	5.0	6.0	1.0
K18142	2.0	3.0	1.0	3.0	4.0	3.0
K18148	1.0	0.0	0.0	0.0	1.0	1.0
K18151	0.0	2.0	1.0	3.0	1.0	0.0
K18162	0.0	1.0	0.0	1.0	0.0	0.0
K18164	1.0	1.0	1.0	1.0	1.0	1.0
K18166	0.0	0.0	0.0	1.0	0.0	0.0
K18189	0.0	0.0	0.0	1.0	1.0	1.0
K18195	2.0	4.0	1.0	3.0	1.0	0.0
K18197	73.0	40.0	57.0	92.0	34.0	27.0
K18198	37.0	21.0	34.0	74.0	27.0	26.0
K18204	0.0	0.0	0.0	1.0	1.0	0.0
K18209	12.0	3.0	3.0	7.0	9.0	3.0
K18210	2.0	3.0	1.0	1.0	1.0	1.0
K18214	7.0	6.0	5.0	10.0	5.0	3.0
K18218	141.0	117.0	126.0	189.0	109.0	92.0
K18220	7.0	17.0	5.0	11.0	8.0	8.0
K18222	6.0	7.0	3.0	17.0	4.0	7.0
K18231	8.0	6.0	2.0	13.0	6.0	3.0
K18234	189.0	163.0	176.0	269.0	126.0	112.0
K18237	1.0	0.0	0.0	0.0	0.0	1.0
K18244	24.0	25.0	21.0	22.0	21.0	19.0
K18258	4.0	7.0	3.0	5.0	2.0	2.0
K18270	1.0	0.0	0.0	0.0	0.0	0.0
K18283	4.0	0.0	0.0	1.0	0.0	0.0
K18284	2.0	2.0	1.0	6.0	1.0	1.0
K18285	7.0	15.0	8.0	7.0	5.0	10.0
K18289	1.0	1.0	1.0	3.0	1.0	2.0
K18295	10.0	8.0	2.0	10.0	3.0	6.0
K18296	6.0	3.0	3.0	4.0	1.0	7.0
K18298	8.0	11.0	4.0	7.0	5.0	2.0
K18299	24.0	22.0	8.0	36.0	19.0	17.0
K18300	13.0	5.0	3.0	11.0	7.0	4.0
K18302	18.0	13.0	10.0	11.0	8.0	6.0
K18303	12.0	13.0	9.0	15.0	6.0	9.0
K18306	3.0	1.0	1.0	3.0	2.0	1.0
K18307	0.0	0.0	3.0	3.0	0.0	1.0
K18308	3.0	3.0	1.0	8.0	5.0	2.0
K18309	0.0	0.0	0.0	1.0	0.0	1.0
K18310	2.0	1.0	2.0	4.0	1.0	1.0
K18311	5.0	4.0	4.0	13.0	1.0	3.0
K18320	0.0	0.0	1.0	0.0	0.0	1.0
K18324	13.0	17.0	15.0	22.0	19.0	20.0
K18325	2.0	1.0	0.0	5.0	3.0	0.0
K18326	0.0	1.0	0.0	2.0	0.0	0.0
K18327	2.0	0.0	0.0	0.0	0.0	0.0
K18328	1.0	3.0	2.0	0.0	4.0	0.0
K18334	1.0	2.0	0.0	1.0	1.0	1.0
K18335	2.0	0.0	1.0	2.0	2.0	0.0
K18342	0.0	0.0	0.0	0.0	1.0	0.0
K18346	17.0	17.0	8.0	34.0	16.0	7.0
K18367	37.0	21.0	13.0	30.0	18.0	14.0
K18369	44.0	43.0	25.0	40.0	25.0	24.0
K18384	0.0	1.0	0.0	3.0	0.0	0.0
K18398	3.0	0.0	0.0	1.0	1.0	3.0
K18399	1.0	0.0	0.0	2.0	0.0	0.0
K18405	0.0	0.0	0.0	0.0	1.0	0.0
K18408	1.0	0.0	1.0	0.0	0.0	0.0
K18417	1.0	1.0	0.0	0.0	0.0	0.0
K18422	7.0	4.0	2.0	11.0	2.0	4.0
K18424	0.0	0.0	0.0	1.0	0.0	0.0
K18432	0.0	0.0	1.0	0.0	0.0	0.0
K18438	4.0	0.0	0.0	1.0	1.0	1.0
K18440	0.0	1.0	0.0	0.0	0.0	0.0
K18441	1.0	0.0	1.0	0.0	0.0	0.0
K18442	2.0	7.0	3.0	0.0	7.0	0.0
K18443	1.0	3.0	1.0	0.0	1.0	0.0
K18444	16.0	11.0	12.0	33.0	12.0	11.0
K18446	2.0	2.0	1.0	2.0	2.0	2.0
K18447	1.0	0.0	1.0	0.0	0.0	0.0
K18453	1.0	0.0	0.0	0.0	1.0	0.0
K18455	1.0	0.0	0.0	0.0	0.0	0.0
K18456	9.0	11.0	15.0	31.0	13.0	7.0
K18457	4.0	0.0	4.0	4.0	1.0	1.0
K18460	0.0	0.0	0.0	0.0	1.0	0.0
K18461	0.0	1.0	0.0	0.0	2.0	1.0
K18464	2.0	7.0	4.0	0.0	4.0	1.0
K18465	0.0	5.0	3.0	0.0	3.0	3.0
K18466	3.0	4.0	2.0	0.0	2.0	2.0
K18467	1.0	0.0	0.0	0.0	0.0	2.0
K18468	4.0	4.0	3.0	0.0	3.0	1.0
K18469	2.0	15.0	2.0	0.0	11.0	6.0
K18470	0.0	0.0	0.0	1.0	0.0	0.0
K18471	17.0	20.0	18.0	19.0	10.0	17.0
K18472	0.0	1.0	1.0	0.0	0.0	0.0
K18474	0.0	0.0	1.0	1.0	0.0	1.0
K18478	12.0	12.0	0.0	9.0	5.0	2.0
K18479	14.0	12.0	7.0	18.0	9.0	6.0
K18482	1.0	1.0	1.0	1.0	1.0	0.0
K18487	0.0	2.0	0.0	0.0	0.0	0.0
K18500	3.0	3.0	2.0	3.0	6.0	2.0
K18501	4.0	5.0	2.0	5.0	6.0	2.0
K18530	8.0	7.0	10.0	10.0	3.0	5.0
K18532	1.0	1.0	0.0	0.0	2.0	0.0
K18533	0.0	1.0	1.0	0.0	2.0	1.0
K18534	1.0	0.0	0.0	1.0	2.0	0.0
K18540	9.0	10.0	13.0	21.0	8.0	4.0
K18554	1.0	1.0	1.0	1.0	1.0	1.0
K18556	1.0	0.0	3.0	3.0	0.0	3.0
K18559	1.0	1.0	2.0	0.0	2.0	3.0
K18560	1.0	2.0	1.0	3.0	0.0	0.0
K18561	0.0	1.0	0.0	1.0	1.0	1.0
K18577	27.0	29.0	19.0	35.0	22.0	12.0
K18578	6.0	9.0	7.0	14.0	4.0	6.0
K18581	131.0	129.0	67.0	164.0	72.0	72.0
K18584	3.0	6.0	1.0	2.0	8.0	3.0
K18592	0.0	0.0	0.0	1.0	0.0	0.0
K18608	2.0	1.0	1.0	1.0	1.0	1.0
K18609	0.0	3.0	1.0	1.0	2.0	1.0
K18610	2.0	3.0	1.0	0.0	0.0	0.0
K18612	2.0	3.0	5.0	5.0	1.0	1.0
K18614	0.0	0.0	0.0	0.0	0.0	1.0
K18626	1.0	8.0	1.0	1.0	4.0	5.0
K18643	0.0	2.0	1.0	0.0	3.0	0.0
K18649	1.0	1.0	1.0	1.0	0.0	0.0
K18650	7.0	5.0	3.0	13.0	6.0	9.0
K18652	10.0	5.0	2.0	5.0	4.0	2.0
K18653	2.0	2.0	1.0	1.0	1.0	1.0
K18655	0.0	1.0	1.0	0.0	0.0	2.0
K18656	0.0	1.0	0.0	0.0	1.0	0.0
K18660	0.0	0.0	0.0	1.0	0.0	1.0
K18661	2.0	0.0	2.0	1.0	1.0	0.0
K18663	11.0	22.0	15.0	1.0	13.0	13.0
K18665	1.0	2.0	1.0	1.0	0.0	0.0
K18666	0.0	1.0	0.0	0.0	2.0	1.0
K18669	5.0	5.0	3.0	0.0	5.0	3.0
K18670	2.0	8.0	2.0	0.0	7.0	6.0
K18672	245.0	211.0	192.0	372.0	149.0	138.0
K18673	6.0	5.0	1.0	7.0	4.0	3.0
K18674	2.0	0.0	0.0	0.0	0.0	0.0
K18676	0.0	1.0	0.0	2.0	1.0	0.0
K18677	12.0	18.0	10.0	26.0	13.0	9.0
K18678	0.0	0.0	0.0	3.0	0.0	0.0
K18682	357.0	300.0	279.0	586.0	246.0	241.0
K18687	1.0	0.0	0.0	2.0	1.0	0.0
K18688	3.0	4.0	2.0	4.0	5.0	1.0
K18691	49.0	44.0	31.0	47.0	30.0	32.0
K18692	6.0	4.0	4.0	11.0	9.0	3.0
K18693	1.0	1.0	0.0	0.0	2.0	0.0
K18695	1.0	0.0	0.0	0.0	1.0	0.0
K18697	16.0	16.0	6.0	14.0	12.0	6.0
K18698	1.0	1.0	1.0	1.0	1.0	0.0
K18702	15.0	13.0	12.0	22.0	12.0	6.0
K18703	47.0	50.0	51.0	62.0	28.0	34.0
K18704	23.0	19.0	17.0	51.0	12.0	9.0
K18707	323.0	252.0	248.0	472.0	218.0	170.0
K18711	0.0	1.0	0.0	0.0	0.0	0.0
K18729	0.0	0.0	0.0	1.0	0.0	0.0
K18730	0.0	1.0	0.0	0.0	1.0	1.0
K18747	1.0	0.0	0.0	0.0	0.0	0.0
K18752	0.0	1.0	0.0	0.0	1.0	0.0
K18753	0.0	1.0	1.0	0.0	3.0	0.0
K18758	0.0	1.0	0.0	0.0	0.0	1.0
K18763	0.0	1.0	0.0	0.0	1.0	0.0
K18764	0.0	1.0	0.0	1.0	0.0	0.0
K18766	1.0	0.0	0.0	0.0	0.0	0.0
K18770	6.0	5.0	6.0	12.0	3.0	3.0
K18778	1.0	1.0	0.0	1.0	0.0	0.0
K18799	13.0	13.0	5.0	12.0	13.0	7.0
K18814	18.0	12.0	9.0	7.0	5.0	5.0
K18816	7.0	10.0	4.0	17.0	5.0	3.0
K18828	8.0	5.0	10.0	18.0	6.0	7.0
K18829	0.0	0.0	0.0	0.0	1.0	0.0
K18831	1.0	0.0	1.0	0.0	0.0	1.0
K18841	0.0	3.0	2.0	1.0	1.0	0.0
K18843	1.0	0.0	1.0	0.0	0.0	1.0
K18855	11.0	10.0	11.0	16.0	6.0	5.0
K18881	0.0	0.0	0.0	3.0	1.0	0.0
K18887	584.0	419.0	477.0	973.0	430.0	282.0
K18888	663.0	477.0	500.0	1089.0	458.0	330.0
K18889	139.0	91.0	71.0	217.0	81.0	47.0
K18890	142.0	108.0	93.0	243.0	99.0	62.0
K18891	15.0	12.0	11.0	25.0	10.0	9.0
K18892	6.0	4.0	5.0	9.0	7.0	3.0
K18893	73.0	36.0	36.0	90.0	30.0	22.0
K18894	0.0	0.0	0.0	3.0	1.0	0.0
K18895	0.0	0.0	1.0	3.0	0.0	1.0
K18898	7.0	4.0	5.0	8.0	7.0	3.0
K18899	5.0	8.0	2.0	3.0	1.0	2.0
K18900	1.0	2.0	0.0	0.0	1.0	1.0
K18906	1.0	0.0	0.0	0.0	1.0	0.0
K18907	6.0	10.0	5.0	13.0	4.0	6.0
K18908	217.0	177.0	189.0	340.0	138.0	118.0
K18909	3.0	0.0	1.0	2.0	1.0	0.0
K18910	32.0	32.0	28.0	28.0	20.0	24.0
K18915	47.0	29.0	29.0	60.0	34.0	18.0
K18924	2.0	2.0	2.0	4.0	2.0	1.0
K18925	0.0	0.0	0.0	0.0	0.0	1.0
K18926	8.0	6.0	1.0	9.0	7.0	4.0
K18928	10.0	10.0	7.0	10.0	7.0	7.0
K18929	11.0	11.0	11.0	13.0	7.0	5.0
K18930	25.0	28.0	24.0	26.0	29.0	31.0
K18931	9.0	2.0	1.0	3.0	3.0	2.0
K18932	2.0	0.0	3.0	0.0	0.0	0.0
K18934	3.0	1.0	1.0	2.0	2.0	3.0
K18935	0.0	0.0	0.0	0.0	1.0	0.0
K18936	5.0	4.0	3.0	4.0	5.0	3.0
K18939	0.0	0.0	0.0	3.0	2.0	1.0
K18940	13.0	16.0	18.0	27.0	13.0	11.0
K18953	2.0	1.0	0.0	0.0	3.0	0.0
K18954	3.0	7.0	2.0	7.0	5.0	4.0
K18966	3.0	1.0	1.0	4.0	1.0	2.0
K18967	25.0	13.0	14.0	34.0	9.0	14.0
K18968	21.0	20.0	23.0	43.0	10.0	14.0
K18979	58.0	78.0	51.0	83.0	53.0	46.0
K18988	0.0	2.0	0.0	1.0	1.0	0.0
K18989	5.0	5.0	3.0	8.0	2.0	1.0
K18990	1.0	3.0	4.0	5.0	3.0	1.0
K18991	10.0	3.0	0.0	9.0	3.0	2.0
K19001	2.0	0.0	4.0	1.0	1.0	1.0
K19002	65.0	56.0	52.0	92.0	42.0	29.0
K19003	18.0	7.0	4.0	10.0	4.0	4.0
K19005	64.0	60.0	49.0	85.0	52.0	43.0
K19008	1.0	0.0	0.0	0.0	0.0	0.0
K19009	2.0	1.0	0.0	0.0	1.0	1.0
K19014	0.0	1.0	0.0	0.0	0.0	0.0
K19015	1.0	1.0	0.0	0.0	1.0	0.0
K19027	0.0	0.0	0.0	0.0	1.0	0.0
K19029	2.0	2.0	2.0	1.0	1.0	2.0
K19030	0.0	1.0	0.0	0.0	0.0	0.0
K19036	6.0	8.0	5.0	14.0	5.0	3.0
K19041	0.0	1.0	0.0	0.0	1.0	0.0
K19044	0.0	0.0	0.0	0.0	1.0	0.0
K19055	26.0	32.0	16.0	25.0	25.0	13.0
K19068	121.0	108.0	88.0	183.0	91.0	66.0
K19075	7.0	1.0	1.0	8.0	4.0	0.0
K19076	1.0	0.0	0.0	2.0	1.0	0.0
K19077	1.0	0.0	0.0	1.0	0.0	1.0
K19078	0.0	0.0	0.0	0.0	1.0	0.0
K19079	1.0	1.0	0.0	1.0	1.0	0.0
K19080	3.0	0.0	0.0	2.0	1.0	1.0
K19081	131.0	100.0	81.0	192.0	74.0	49.0
K19082	128.0	91.0	79.0	197.0	70.0	56.0
K19083	81.0	74.0	64.0	134.0	48.0	35.0
K19084	118.0	100.0	93.0	200.0	78.0	42.0
K19090	4.0	1.0	0.0	2.0	2.0	0.0
K19091	2.0	0.0	2.0	1.0	1.0	2.0
K19092	1.0	1.0	1.0	0.0	0.0	1.0
K19124	5.0	0.0	3.0	2.0	2.0	1.0
K19125	3.0	0.0	0.0	0.0	0.0	1.0
K19138	1.0	1.0	1.0	0.0	1.0	0.0
K19139	1.0	4.0	1.0	4.0	2.0	0.0
K19140	1.0	2.0	1.0	1.0	1.0	0.0
K19144	2.0	0.0	0.0	0.0	1.0	0.0
K19147	12.0	12.0	13.0	29.0	12.0	11.0
K19157	53.0	60.0	85.0	147.0	30.0	45.0
K19158	67.0	52.0	71.0	130.0	50.0	46.0
K19159	3.0	4.0	4.0	5.0	4.0	4.0
K19166	13.0	9.0	8.0	12.0	7.0	10.0
K19178	4.0	3.0	4.0	2.0	3.0	3.0
K19179	6.0	6.0	2.0	9.0	4.0	3.0
K19181	9.0	6.0	9.0	15.0	7.0	1.0
K19200	1.0	0.0	1.0	1.0	0.0	1.0
K19220	5.0	3.0	4.0	20.0	4.0	2.0
K19221	77.0	66.0	55.0	104.0	40.0	51.0
K19222	3.0	5.0	6.0	8.0	4.0	4.0
K19223	9.0	5.0	4.0	11.0	6.0	5.0
K19224	8.0	7.0	3.0	11.0	2.0	2.0
K19225	52.0	38.0	29.0	76.0	29.0	28.0
K19226	2.0	0.0	1.0	1.0	1.0	0.0
K19227	0.0	0.0	0.0	1.0	2.0	0.0
K19230	0.0	0.0	0.0	0.0	2.0	0.0
K19239	34.0	38.0	29.0	38.0	29.0	23.0
K19242	6.0	6.0	4.0	5.0	1.0	2.0
K19244	18.0	22.0	18.0	27.0	9.0	9.0
K19265	107.0	91.0	55.0	126.0	78.0	52.0
K19266	0.0	0.0	1.0	0.0	0.0	0.0
K19267	1.0	0.0	0.0	2.0	0.0	0.0
K19269	20.0	10.0	4.0	18.0	14.0	5.0
K19270	32.0	33.0	17.0	29.0	18.0	12.0
K19271	35.0	20.0	24.0	51.0	21.0	21.0
K19273	2.0	4.0	3.0	4.0	1.0	3.0
K19279	0.0	1.0	1.0	1.0	1.0	2.0
K19283	1.0	0.0	0.0	0.0	0.0	0.0
K19284	0.0	0.0	0.0	0.0	1.0	0.0
K19285	14.0	14.0	9.0	16.0	10.0	9.0
K19286	32.0	30.0	24.0	45.0	23.0	19.0
K19294	482.0	416.0	432.0	808.0	279.0	289.0
K19295	0.0	0.0	1.0	3.0	0.0	0.0
K19300	3.0	0.0	1.0	2.0	1.0	0.0
K19302	62.0	55.0	34.0	97.0	46.0	26.0
